id,rating_history,rating_value_history,listing_id
1,"[{""date"": ""2023-08-29"", ""breakup"": [23, 2, 8, 3, 28]}, {""date"": ""2024-04-19"", ""breakup"": [24, 2, 8, 3, 28]}, {""date"": ""2024-05-28"", ""breakup"": [24, 2, 8, 3, 28]}]","[{""date"": ""2023-08-29"", ""rating"": 3.2}, {""date"": ""2024-04-19"", ""rating"": 3.1}, {""date"": ""2024-05-28"", ""rating"": 3.1}]",1
2,"[{""date"": ""2023-08-29"", ""breakup"": [0, 0, 0, 0, 0]}, {""date"": ""2024-05-28"", ""breakup"": [0, 0, 0, 0, 0]}]","[{""date"": ""2023-08-29"", ""rating"": 0.0}, {""date"": ""2024-05-28"", ""rating"": 0.0}]",10
3,"[{""date"": ""2023-08-29"", ""breakup"": [177, 153, 261, 392, 927]}, {""date"": ""2023-08-30"", ""breakup"": [179, 154, 263, 394, 932]}, {""date"": ""2023-08-31"", ""breakup"": [180, 156, 263, 394, 933]}, {""date"": ""2023-09-01"", ""breakup"": [181, 156, 263, 395, 934]}, {""date"": ""2023-09-03"", ""breakup"": [181, 157, 263, 395, 938]}, {""date"": ""2023-09-04"", ""breakup"": [183, 160, 264, 398, 939]}, {""date"": ""2023-09-05"", ""breakup"": [186, 160, 264, 400, 941]}, {""date"": ""2023-09-07"", ""breakup"": [187, 160, 265, 400, 944]}, {""date"": ""2023-09-08"", ""breakup"": [187, 162, 265, 400, 946]}, {""date"": ""2023-09-08"", ""breakup"": [188, 162, 265, 400, 948]}, {""date"": ""2023-09-09"", ""breakup"": [189, 162, 266, 400, 950]}, {""date"": ""2023-09-11"", ""breakup"": [193, 163, 268, 402, 956]}, {""date"": ""2023-09-12"", ""breakup"": [194, 163, 268, 403, 959]}, {""date"": ""2023-09-14"", ""breakup"": [196, 165, 268, 404, 964]}, {""date"": ""2023-09-14"", ""breakup"": [196, 165, 270, 404, 964]}, {""date"": ""2023-09-15"", ""breakup"": [197, 165, 270, 405, 966]}, {""date"": ""2023-09-16"", ""breakup"": [196, 165, 271, 404, 966]}, {""date"": ""2023-09-17"", ""breakup"": [196, 166, 273, 404, 969]}, {""date"": ""2023-09-18"", ""breakup"": [196, 166, 273, 404, 970]}, {""date"": ""2023-09-19"", ""breakup"": [197, 166, 273, 407, 972]}, {""date"": ""2023-09-20"", ""breakup"": [198, 165, 276, 406, 982]}, {""date"": ""2023-09-21"", ""breakup"": [200, 165, 278, 406, 985]}, {""date"": ""2023-09-22"", ""breakup"": [202, 166, 278, 406, 987]}, {""date"": ""2023-09-23"", ""breakup"": [202, 166, 279, 406, 988]}, {""date"": ""2023-09-24"", ""breakup"": [202, 166, 282, 406, 994]}, {""date"": ""2023-09-25"", ""breakup"": [203, 166, 281, 406, 994]}, {""date"": ""2023-09-27"", ""breakup"": [203, 167, 284, 410, 1001]}, {""date"": ""2023-09-29"", ""breakup"": [203, 167, 284, 412, 1005]}, {""date"": ""2023-09-30"", ""breakup"": [209, 169, 283, 412, 1013]}, {""date"": ""2023-10-01"", ""breakup"": [209, 169, 283, 412, 1015]}, {""date"": ""2023-10-03"", ""breakup"": [211, 172, 284, 414, 1016]}, {""date"": ""2023-10-04"", ""breakup"": [211, 172, 284, 416, 1016]}, {""date"": ""2023-10-06"", ""breakup"": [211, 172, 285, 416, 1021]}, {""date"": ""2023-10-10"", ""breakup"": [215, 176, 290, 420, 1028]}, {""date"": ""2023-10-11"", ""breakup"": [216, 177, 290, 421, 1029]}, {""date"": ""2023-10-12"", ""breakup"": [216, 177, 290, 421, 1032]}, {""date"": ""2023-10-13"", ""breakup"": [216, 177, 291, 421, 1035]}, {""date"": ""2023-10-14"", ""breakup"": [219, 178, 291, 423, 1037]}, {""date"": ""2023-10-15"", ""breakup"": [220, 178, 293, 424, 1041]}, {""date"": ""2023-10-18"", ""breakup"": [224, 177, 297, 426, 1051]}, {""date"": ""2023-10-19"", ""breakup"": [224, 178, 297, 428, 1052]}, {""date"": ""2023-10-20"", ""breakup"": [226, 180, 297, 430, 1052]}, {""date"": ""2023-10-21"", ""breakup"": [225, 180, 298, 431, 1053]}, {""date"": ""2023-10-23"", ""breakup"": [226, 181, 299, 432, 1057]}, {""date"": ""2023-10-24"", ""breakup"": [226, 181, 299, 433, 1057]}, {""date"": ""2023-10-25"", ""breakup"": [226, 181, 299, 434, 1057]}, {""date"": ""2023-10-26"", ""breakup"": [227, 183, 299, 434, 1059]}, {""date"": ""2023-10-27"", ""breakup"": [227, 183, 299, 435, 1060]}, {""date"": ""2023-10-28"", ""breakup"": [227, 183, 300, 435, 1061]}, {""date"": ""2023-10-30"", ""breakup"": [228, 183, 300, 436, 1061]}, {""date"": ""2023-10-31"", ""breakup"": [228, 183, 300, 436, 1064]}, {""date"": ""2023-11-01"", ""breakup"": [228, 184, 300, 437, 1066]}, {""date"": ""2023-11-02"", ""breakup"": [229, 184, 301, 437, 1072]}, {""date"": ""2023-11-03"", ""breakup"": [230, 184, 302, 438, 1073]}, {""date"": ""2023-11-05"", ""breakup"": [230, 186, 302, 439, 1073]}, {""date"": ""2023-11-06"", ""breakup"": [230, 186, 302, 439, 1074]}, {""date"": ""2023-11-07"", ""breakup"": [230, 186, 302, 440, 1075]}, {""date"": ""2023-11-15"", ""breakup"": [231, 187, 304, 443, 1081]}, {""date"": ""2023-11-17"", ""breakup"": [232, 187, 304, 443, 1082]}, {""date"": ""2023-11-24"", ""breakup"": [233, 188, 304, 443, 1088]}, {""date"": ""2023-12-01"", ""breakup"": [232, 189, 308, 445, 1092]}, {""date"": ""2023-12-08"", ""breakup"": [236, 189, 313, 449, 1098]}, {""date"": ""2023-12-15"", ""breakup"": [237, 192, 314, 453, 1102]}, {""date"": ""2023-12-27"", ""breakup"": [240, 193, 315, 458, 1118]}, {""date"": ""2024-01-03"", ""breakup"": [242, 193, 318, 463, 1122]}, {""date"": ""2024-01-10"", ""breakup"": [246, 193, 320, 465, 1128]}, {""date"": ""2024-01-17"", ""breakup"": [246, 193, 321, 464, 1130]}, {""date"": ""2024-01-24"", ""breakup"": [247, 194, 322, 464, 1132]}, {""date"": ""2024-01-31"", ""breakup"": [248, 196, 322, 465, 1132]}, {""date"": ""2024-02-07"", ""breakup"": [249, 196, 322, 465, 1133]}, {""date"": ""2024-02-14"", ""breakup"": [248, 195, 324, 467, 1135]}, {""date"": ""2024-02-21"", ""breakup"": [248, 196, 326, 467, 1135]}, {""date"": ""2024-02-28"", ""breakup"": [248, 197, 328, 468, 1136]}, {""date"": ""2024-03-06"", ""breakup"": [247, 197, 331, 468, 1138]}, {""date"": ""2024-03-13"", ""breakup"": [249, 198, 330, 469, 1142]}, {""date"": ""2024-03-20"", ""breakup"": [251, 198, 332, 471, 1146]}, {""date"": ""2024-03-27"", ""breakup"": [255, 196, 333, 473, 1147]}, {""date"": ""2024-03-29"", ""breakup"": [255, 196, 333, 473, 1146]}, {""date"": ""2024-04-03"", ""breakup"": [256, 197, 334, 474, 1149]}, {""date"": ""2024-04-10"", ""breakup"": [258, 199, 334, 475, 1151]}, {""date"": ""2024-04-17"", ""breakup"": [259, 199, 335, 476, 1161]}, {""date"": ""2024-04-24"", ""breakup"": [260, 199, 335, 478, 1167]}, {""date"": ""2024-04-28"", ""breakup"": [260, 200, 335, 478, 1167]}, {""date"": ""2024-05-01"", ""breakup"": [260, 200, 335, 478, 1168]}, {""date"": ""2024-05-08"", ""breakup"": [262, 201, 337, 479, 1174]}, {""date"": ""2024-05-15"", ""breakup"": [263, 200, 337, 478, 1174]}]","[{""date"": ""2023-08-29"", ""rating"": 3.9}]",31
4,"[{""date"": ""2023-08-29"", ""breakup"": [310, 223, 386, 539, 1376]}, {""date"": ""2023-08-30"", ""breakup"": [312, 224, 386, 539, 1378]}, {""date"": ""2023-08-31"", ""breakup"": [313, 224, 387, 541, 1381]}, {""date"": ""2023-09-01"", ""breakup"": [313, 224, 387, 542, 1387]}, {""date"": ""2023-09-03"", ""breakup"": [312, 225, 388, 544, 1390]}, {""date"": ""2023-09-04"", ""breakup"": [312, 225, 388, 544, 1393]}, {""date"": ""2023-09-05"", ""breakup"": [312, 225, 388, 546, 1394]}, {""date"": ""2023-09-07"", ""breakup"": [315, 226, 387, 548, 1398]}, {""date"": ""2023-09-08"", ""breakup"": [318, 226, 387, 548, 1401]}, {""date"": ""2023-09-08"", ""breakup"": [318, 226, 388, 548, 1404]}, {""date"": ""2023-09-09"", ""breakup"": [318, 226, 388, 548, 1405]}, {""date"": ""2023-09-10"", ""breakup"": [320, 226, 392, 549, 1407]}, {""date"": ""2023-09-11"", ""breakup"": [320, 226, 394, 549, 1409]}, {""date"": ""2023-09-12"", ""breakup"": [320, 227, 394, 550, 1410]}, {""date"": ""2023-09-14"", ""breakup"": [321, 227, 395, 552, 1412]}, {""date"": ""2023-09-14"", ""breakup"": [321, 228, 395, 552, 1414]}, {""date"": ""2023-09-16"", ""breakup"": [321, 228, 396, 554, 1414]}, {""date"": ""2023-09-17"", ""breakup"": [322, 230, 396, 555, 1420]}, {""date"": ""2023-09-18"", ""breakup"": [322, 230, 396, 556, 1423]}, {""date"": ""2023-09-20"", ""breakup"": [322, 230, 396, 560, 1428]}, {""date"": ""2023-09-21"", ""breakup"": [323, 232, 397, 561, 1430]}, {""date"": ""2023-09-22"", ""breakup"": [323, 232, 398, 560, 1431]}, {""date"": ""2023-09-23"", ""breakup"": [325, 232, 399, 561, 1434]}, {""date"": ""2023-09-24"", ""breakup"": [325, 232, 400, 561, 1438]}, {""date"": ""2023-09-25"", ""breakup"": [327, 232, 401, 561, 1436]}, {""date"": ""2023-09-26"", ""breakup"": [328, 233, 402, 561, 1436]}, {""date"": ""2023-09-27"", ""breakup"": [330, 234, 403, 561, 1438]}, {""date"": ""2023-09-29"", ""breakup"": [333, 235, 405, 561, 1439]}, {""date"": ""2023-09-30"", ""breakup"": [334, 235, 405, 562, 1448]}, {""date"": ""2023-10-01"", ""breakup"": [334, 235, 405, 563, 1448]}, {""date"": ""2023-10-02"", ""breakup"": [335, 235, 405, 563, 1448]}, {""date"": ""2023-10-03"", ""breakup"": [335, 235, 406, 563, 1453]}, {""date"": ""2023-10-04"", ""breakup"": [336, 235, 407, 564, 1453]}, {""date"": ""2023-10-06"", ""breakup"": [336, 237, 408, 566, 1460]}, {""date"": ""2023-10-10"", ""breakup"": [337, 238, 412, 568, 1469]}, {""date"": ""2023-10-11"", ""breakup"": [337, 239, 413, 568, 1471]}, {""date"": ""2023-10-13"", ""breakup"": [338, 241, 414, 568, 1474]}, {""date"": ""2023-10-14"", ""breakup"": [337, 241, 417, 569, 1477]}, {""date"": ""2023-10-18"", ""breakup"": [341, 243, 425, 575, 1485]}, {""date"": ""2023-10-19"", ""breakup"": [340, 243, 425, 575, 1488]}, {""date"": ""2023-10-21"", ""breakup"": [340, 244, 426, 577, 1488]}, {""date"": ""2023-10-23"", ""breakup"": [341, 243, 427, 580, 1501]}, {""date"": ""2023-10-24"", ""breakup"": [342, 242, 427, 582, 1502]}, {""date"": ""2023-10-25"", ""breakup"": [342, 243, 427, 582, 1503]}, {""date"": ""2023-10-26"", ""breakup"": [342, 243, 428, 583, 1504]}, {""date"": ""2023-10-27"", ""breakup"": [343, 243, 428, 583, 1506]}, {""date"": ""2023-10-28"", ""breakup"": [344, 244, 428, 583, 1509]}, {""date"": ""2023-10-29"", ""breakup"": [345, 244, 428, 583, 1511]}, {""date"": ""2023-10-30"", ""breakup"": [345, 244, 428, 583, 1512]}, {""date"": ""2023-10-31"", ""breakup"": [346, 245, 428, 583, 1513]}, {""date"": ""2023-11-01"", ""breakup"": [347, 245, 429, 584, 1515]}, {""date"": ""2023-11-02"", ""breakup"": [348, 245, 430, 585, 1518]}, {""date"": ""2023-11-03"", ""breakup"": [348, 245, 430, 585, 1520]}, {""date"": ""2023-11-04"", ""breakup"": [348, 245, 430, 585, 1522]}, {""date"": ""2023-11-05"", ""breakup"": [348, 245, 432, 585, 1524]}, {""date"": ""2023-11-06"", ""breakup"": [349, 245, 432, 585, 1528]}, {""date"": ""2023-11-07"", ""breakup"": [349, 245, 432, 585, 1530]}, {""date"": ""2023-11-08"", ""breakup"": [349, 245, 432, 585, 1531]}, {""date"": ""2023-11-09"", ""breakup"": [350, 245, 432, 586, 1532]}, {""date"": ""2023-11-15"", ""breakup"": [353, 246, 431, 592, 1543]}, {""date"": ""2023-11-17"", ""breakup"": [354, 246, 431, 593, 1544]}, {""date"": ""2023-11-24"", ""breakup"": [357, 248, 433, 595, 1566]}, {""date"": ""2023-12-01"", ""breakup"": [358, 249, 438, 597, 1575]}, {""date"": ""2023-12-08"", ""breakup"": [359, 250, 441, 600, 1582]}, {""date"": ""2023-12-15"", ""breakup"": [359, 251, 442, 604, 1597]}, {""date"": ""2023-12-22"", ""breakup"": [362, 254, 445, 609, 1612]}, {""date"": ""2023-12-29"", ""breakup"": [363, 254, 450, 613, 1619]}, {""date"": ""2024-01-05"", ""breakup"": [365, 254, 454, 617, 1629]}, {""date"": ""2024-01-12"", ""breakup"": [368, 253, 456, 618, 1638]}, {""date"": ""2024-01-19"", ""breakup"": [368, 254, 456, 620, 1643]}, {""date"": ""2024-01-26"", ""breakup"": [368, 254, 458, 622, 1648]}, {""date"": ""2024-02-02"", ""breakup"": [371, 256, 460, 624, 1654]}, {""date"": ""2024-02-09"", ""breakup"": [371, 259, 461, 628, 1659]}, {""date"": ""2024-02-16"", ""breakup"": [371, 258, 459, 630, 1662]}, {""date"": ""2024-02-23"", ""breakup"": [372, 262, 459, 630, 1668]}, {""date"": ""2024-02-29"", ""breakup"": [378, 262, 459, 634, 1672]}, {""date"": ""2024-03-07"", ""breakup"": [378, 264, 459, 639, 1674]}, {""date"": ""2024-03-14"", ""breakup"": [378, 264, 461, 640, 1676]}, {""date"": ""2024-03-21"", ""breakup"": [379, 263, 462, 639, 1678]}, {""date"": ""2024-03-24"", ""breakup"": [380, 263, 462, 640, 1681]}, {""date"": ""2024-03-28"", ""breakup"": [381, 264, 465, 642, 1687]}, {""date"": ""2024-04-04"", ""breakup"": [381, 264, 465, 646, 1690]}, {""date"": ""2024-04-11"", ""breakup"": [382, 264, 469, 648, 1696]}, {""date"": ""2024-04-18"", ""breakup"": [383, 265, 472, 651, 1703]}, {""date"": ""2024-04-23"", ""breakup"": [386, 268, 474, 652, 1711]}, {""date"": ""2024-04-25"", ""breakup"": [387, 268, 478, 652, 1711]}, {""date"": ""2024-05-02"", ""breakup"": [387, 268, 479, 652, 1714]}, {""date"": ""2024-05-09"", ""breakup"": [389, 268, 486, 655, 1722]}, {""date"": ""2024-05-16"", ""breakup"": [389, 268, 486, 655, 1721]}, {""date"": ""2024-05-23"", ""breakup"": [393, 268, 491, 663, 1735]}, {""date"": ""2024-05-30"", ""breakup"": [394, 269, 493, 668, 1739]}, {""date"": ""2024-06-07"", ""breakup"": [396, 270, 496, 671, 1765]}]","[{""date"": ""2023-08-29"", ""rating"": 3.9}]",32
5,"[{""date"": ""2023-08-29"", ""breakup"": [1395, 780, 1685, 2766, 6476]}, {""date"": ""2023-08-30"", ""breakup"": [1406, 786, 1696, 2793, 6538]}, {""date"": ""2023-08-31"", ""breakup"": [1416, 791, 1708, 2816, 6562]}, {""date"": ""2023-09-01"", ""breakup"": [1421, 792, 1713, 2830, 6587]}, {""date"": ""2023-09-03"", ""breakup"": [1436, 795, 1725, 2851, 6630]}, {""date"": ""2023-09-04"", ""breakup"": [1437, 794, 1730, 2856, 6646]}, {""date"": ""2023-09-05"", ""breakup"": [1450, 798, 1746, 2883, 6691]}, {""date"": ""2023-09-06"", ""breakup"": [1450, 798, 1749, 2885, 6694]}, {""date"": ""2023-09-07"", ""breakup"": [1466, 808, 1757, 2906, 6727]}, {""date"": ""2023-09-08"", ""breakup"": [1471, 809, 1758, 2912, 6739]}, {""date"": ""2023-09-08"", ""breakup"": [1470, 810, 1764, 2919, 6748]}, {""date"": ""2023-09-09"", ""breakup"": [1471, 811, 1768, 2934, 6775]}, {""date"": ""2023-09-10"", ""breakup"": [1484, 818, 1783, 2963, 6830]}, {""date"": ""2023-09-11"", ""breakup"": [1489, 824, 1785, 2975, 6861]}, {""date"": ""2023-09-12"", ""breakup"": [1490, 826, 1795, 2987, 6887]}, {""date"": ""2023-09-14"", ""breakup"": [1499, 837, 1802, 3005, 6930]}, {""date"": ""2023-09-14"", ""breakup"": [1506, 838, 1804, 3013, 6958]}, {""date"": ""2023-09-15"", ""breakup"": [1509, 838, 1805, 3017, 6965]}, {""date"": ""2023-09-16"", ""breakup"": [1507, 840, 1810, 3021, 6976]}, {""date"": ""2023-09-17"", ""breakup"": [1511, 844, 1817, 3040, 6997]}, {""date"": ""2023-09-18"", ""breakup"": [1512, 847, 1825, 3043, 7009]}, {""date"": ""2023-09-19"", ""breakup"": [1512, 848, 1827, 3043, 7012]}, {""date"": ""2023-09-20"", ""breakup"": [1528, 856, 1841, 3067, 7053]}, {""date"": ""2023-09-21"", ""breakup"": [1533, 858, 1845, 3071, 7061]}, {""date"": ""2023-09-22"", ""breakup"": [1537, 862, 1849, 3080, 7076]}, {""date"": ""2023-09-23"", ""breakup"": [1542, 869, 1858, 3100, 7108]}, {""date"": ""2023-09-24"", ""breakup"": [1545, 875, 1862, 3109, 7133]}, {""date"": ""2023-09-25"", ""breakup"": [1545, 876, 1863, 3116, 7146]}, {""date"": ""2023-09-26"", ""breakup"": [1555, 880, 1869, 3136, 7183]}, {""date"": ""2023-09-27"", ""breakup"": [1564, 882, 1873, 3148, 7203]}, {""date"": ""2023-09-28"", ""breakup"": [1572, 886, 1882, 3154, 7238]}, {""date"": ""2023-09-29"", ""breakup"": [1576, 890, 1893, 3162, 7268]}, {""date"": ""2023-09-30"", ""breakup"": [1589, 892, 1903, 3180, 7298]}, {""date"": ""2023-10-01"", ""breakup"": [1597, 897, 1915, 3190, 7339]}, {""date"": ""2023-10-02"", ""breakup"": [1602, 897, 1921, 3199, 7376]}, {""date"": ""2023-10-03"", ""breakup"": [1612, 901, 1927, 3210, 7401]}, {""date"": ""2023-10-04"", ""breakup"": [1623, 905, 1937, 3238, 7445]}, {""date"": ""2023-10-06"", ""breakup"": [1651, 915, 1956, 3282, 7525]}, {""date"": ""2023-10-10"", ""breakup"": [1690, 940, 1995, 3349, 7733]}, {""date"": ""2023-10-11"", ""breakup"": [1706, 947, 2003, 3367, 7790]}, {""date"": ""2023-10-12"", ""breakup"": [1722, 952, 2015, 3401, 7864]}, {""date"": ""2023-10-13"", ""breakup"": [1727, 953, 2018, 3409, 7877]}, {""date"": ""2023-10-14"", ""breakup"": [1760, 960, 2048, 3447, 7994]}, {""date"": ""2023-10-15"", ""breakup"": [1785, 969, 2072, 3484, 8102]}, {""date"": ""2023-10-18"", ""breakup"": [1854, 988, 2140, 3577, 8309]}, {""date"": ""2023-10-19"", ""breakup"": [1878, 999, 2165, 3612, 8417]}, {""date"": ""2023-10-20"", ""breakup"": [1882, 1004, 2168, 3624, 8448]}, {""date"": ""2023-10-21"", ""breakup"": [1901, 1005, 2181, 3641, 8493]}, {""date"": ""2023-10-23"", ""breakup"": [1938, 1025, 2231, 3694, 8628]}, {""date"": ""2023-10-24"", ""breakup"": [1949, 1034, 2237, 3711, 8664]}, {""date"": ""2023-10-25"", ""breakup"": [1955, 1038, 2244, 3718, 8685]}, {""date"": ""2023-10-26"", ""breakup"": [1971, 1045, 2259, 3758, 8759]}, {""date"": ""2023-10-27"", ""breakup"": [1978, 1049, 2263, 3775, 8785]}, {""date"": ""2023-10-28"", ""breakup"": [1984, 1050, 2269, 3783, 8813]}, {""date"": ""2023-10-29"", ""breakup"": [2017, 1059, 2294, 3804, 8886]}, {""date"": ""2023-10-30"", ""breakup"": [2030, 1069, 2312, 3819, 8932]}, {""date"": ""2023-10-31"", ""breakup"": [2039, 1074, 2324, 3836, 8975]}, {""date"": ""2023-11-01"", ""breakup"": [2058, 1086, 2350, 3874, 9063]}, {""date"": ""2023-11-02"", ""breakup"": [2066, 1087, 2356, 3883, 9082]}, {""date"": ""2023-11-03"", ""breakup"": [2099, 1096, 2373, 3899, 9148]}, {""date"": ""2023-11-04"", ""breakup"": [2105, 1096, 2378, 3906, 9169]}, {""date"": ""2023-11-05"", ""breakup"": [2133, 1104, 2392, 3936, 9242]}, {""date"": ""2023-11-06"", ""breakup"": [2140, 1108, 2399, 3957, 9273]}, {""date"": ""2023-11-07"", ""breakup"": [2158, 1111, 2415, 3991, 9352]}, {""date"": ""2023-11-08"", ""breakup"": [2163, 1113, 2414, 3997, 9370]}, {""date"": ""2023-11-09"", ""breakup"": [2182, 1127, 2438, 4029, 9440]}, {""date"": ""2023-11-09"", ""breakup"": [2185, 1128, 2438, 4031, 9446]}, {""date"": ""2023-11-15"", ""breakup"": [2278, 1158, 2510, 4144, 9777]}, {""date"": ""2023-11-17"", ""breakup"": [2301, 1174, 2535, 4195, 9875]}, {""date"": ""2023-11-24"", ""breakup"": [2375, 1218, 2635, 4350, 10209]}, {""date"": ""2023-12-01"", ""breakup"": [2475, 1248, 2711, 4472, 10499]}, {""date"": ""2023-12-08"", ""breakup"": [2548, 1283, 2782, 4566, 10789]}, {""date"": ""2023-12-15"", ""breakup"": [2641, 1315, 2846, 4684, 11077]}, {""date"": ""2023-12-22"", ""breakup"": [2748, 1361, 2950, 4830, 11421]}, {""date"": ""2023-12-29"", ""breakup"": [2869, 1409, 3055, 5007, 11777]}, {""date"": ""2024-01-05"", ""breakup"": [2973, 1456, 3155, 5140, 12065]}, {""date"": ""2024-01-12"", ""breakup"": [3063, 1503, 3223, 5264, 12313]}, {""date"": ""2024-01-19"", ""breakup"": [3106, 1517, 3261, 5333, 12456]}, {""date"": ""2024-01-26"", ""breakup"": [3186, 1572, 3341, 5456, 12715]}, {""date"": ""2024-02-02"", ""breakup"": [3268, 1610, 3389, 5545, 12936]}, {""date"": ""2024-02-09"", ""breakup"": [3333, 1638, 3449, 5621, 13098]}, {""date"": ""2024-02-16"", ""breakup"": [3394, 1670, 3477, 5684, 13238]}, {""date"": ""2024-02-23"", ""breakup"": [3485, 1706, 3567, 5808, 13476]}, {""date"": ""2024-03-01"", ""breakup"": [3547, 1749, 3621, 5893, 13667]}, {""date"": ""2024-03-08"", ""breakup"": [3592, 1778, 3662, 5961, 13816]}, {""date"": ""2024-03-15"", ""breakup"": [3547, 1782, 3634, 5932, 13706]}, {""date"": ""2024-03-22"", ""breakup"": [3629, 1811, 3708, 6015, 13908]}, {""date"": ""2024-03-24"", ""breakup"": [3652, 1814, 3724, 6037, 13964]}, {""date"": ""2024-03-29"", ""breakup"": [3691, 1840, 3758, 6089, 14086]}, {""date"": ""2024-04-05"", ""breakup"": [3744, 1866, 3804, 6164, 14254]}, {""date"": ""2024-04-12"", ""breakup"": [3808, 1906, 3871, 6257, 14418]}, {""date"": ""2024-04-19"", ""breakup"": [3861, 1923, 3911, 6323, 14556]}, {""date"": ""2024-04-23"", ""breakup"": [3885, 1936, 3941, 6356, 14646]}, {""date"": ""2024-04-26"", ""breakup"": [3898, 1949, 3958, 6373, 14697]}, {""date"": ""2024-05-03"", ""breakup"": [3925, 1967, 3985, 6416, 14772]}, {""date"": ""2024-05-10"", ""breakup"": [3956, 1995, 4026, 6472, 14944]}, {""date"": ""2024-05-17"", ""breakup"": [3987, 2017, 4051, 6508, 15063]}, {""date"": ""2024-05-23"", ""breakup"": [4012, 2039, 4074, 6554, 15172]}, {""date"": ""2024-05-24"", ""breakup"": [4012, 2038, 4082, 6562, 15188]}]","[{""date"": ""2023-08-29"", ""rating"": 3.9}, {""date"": ""2024-03-29"", ""rating"": 3.8}]",46
