unique_identifier,page_content,promotion_history,seller_name,seller_rating,category_id,brand_id,mrp,selling_price,rating,breadcrumb_category_id,variations_count
INKFHW6MWEWRWZG2,"{""title"": ""MOREL OPC DRUM FOR KYOCERA TASKALFA 1800 1801 2200 PRINTERS AND PHOTOCOPIERS Black Ink Toner"", ""category"": ""ComputerPeripheral"", ""vertical"": ""PrinterToner"", ""highlights"": [""Cartridge Type: Ink Toner"", ""Color: Black""], ""subCategory"": ""ComputerPeripheral"", ""superCategory"": ""ITPeripherals"", ""detailedDescription"": ""MOREL OPC DRUM FOR KYOCERA TASKALFA 1800 1801 2200 2020 2021 2320 2321  PRINTERS AND PHOTOCOPIERS"", ""product_details_specifications"": {""specifications"": [{""name"": ""Compatible With"", ""values"": [""KYOCERA TASKALFA 1800 1801 2200 PRINTERS AND PHOTOCOPIERS""]}, {""name"": ""Sales Package"", ""values"": [""1 NOS TK4109 OPC DRUM""]}, {""name"": ""Model Name"", ""values"": [""TK4109 OPC DRUM FOR USE IN 1800 1801 2200 2201 PRINTER AND COPIER""]}, {""name"": ""Quantity"", ""values"": [""1 ml""]}, {""name"": ""Net Quantity"", ""values"": [""1 NOS TK4109 OPC DRUM""]}, {""name"": ""Width"", ""values"": [""5 mm""]}, {""name"": ""Height"", ""values"": [""5 mm""]}, {""name"": ""Depth"", ""values"": [""43 mm""]}, {""name"": ""Weight"", ""values"": [""170 g""]}], ""product_details"": []}}","[{""date"": ""2023-06-19"", ""value"": 849}, {""date"": ""2024-03-01"", ""value"": 849.0}, {""date"": ""2024-03-08"", ""value"": 849.0}, {""date"": ""2024-03-15"", ""value"": 849.0}, {""date"": ""2024-03-22"", ""value"": 849.0}, {""date"": ""2024-03-29"", ""value"": 849.0}, {""date"": ""2024-04-05"", ""value"": 849.0}, {""date"": ""2024-04-12"", ""value"": 849.0}, {""date"": ""2024-04-19"", ""value"": 849.0}, {""date"": ""2024-04-26"", ""value"": 849.0}, {""date"": ""2024-04-28"", ""value"": 849.0}, {""date"": ""2024-05-03"", ""value"": 849.0}, {""date"": ""2024-05-10"", ""value"": 849.0}, {""date"": ""2024-05-17"", ""value"": 849.0}, {""date"": ""2024-05-24"", ""value"": 835.0}, {""date"": ""2024-05-28"", ""value"": 835.0}, {""date"": ""2024-05-31"", ""value"": 835.0}, {""date"": ""2024-06-07"", ""value"": 835.0}]",MOREL,4.2,2,203,1500,835,3.1,583,1
DLLGFY7XYG8YFMQT,"{""title"": ""Canon EOS M50 Mark II Mirrorless Camera EF-M15-45mm is STM Lens Black"", ""category"": ""Camera"", ""vertical"": ""MirrorLess"", ""subCategory"": ""Camera"", ""superCategory"": ""Camera"", ""detailedDescription"": ""Flex Your Stories.Lightweight and stylish, the EOS M50 Mark II is fun and easy to use with Wi-Fi connectivity for content creators to stay close to your audience at all times. Keep your social media feeds lit with high-quality visual storytelling in 4K and accurate eye and face detection autofocusing.Whatever content you create, set yourself apart from the crowd and give your audience something special. The EOS M50 Mark II gives you more ways to shoot photos, movies and live streams and connect with your followers.,suitable_for-Beginners,processor-DIGIC 8,sensor_type-APS-C CMOS,continuous_shooting_speed-11 fps (in High Continuous shooting)"", ""product_details_specifications"": {""specifications"": [{""name"": """", ""values"": [""1 Camera, Camera Strap, Charger, Battery, Charging Cable""]}, {""name"": ""Brand"", ""values"": [""Canon""]}, {""name"": ""Model Number"", ""values"": [""EOS M50 Mark II""]}, {""name"": ""Model Name"", ""values"": [""EOS M50 Mark II""]}, {""name"": ""SLR Variant"", ""values"": [""EF-M15-45mm is STM Lens""]}, {""name"": ""Brand Color"", ""values"": [""Black""]}, {""name"": ""Type"", ""values"": [""Mirrorless""]}, {""name"": ""Color"", ""values"": [""Black""]}, {""name"": ""Effective Pixels"", ""values"": [""24.1 MP""]}, {""name"": ""Shooting Modes"", ""values"": [""Scene Intelligent Auto, Hybrid Auto, Creative Assist, SCN(Self-Portrait, Portrait, Smooth Skin, Landscape, Sports, Close-up, Food, Panning, Handheld Night Scene, HDR Backlight Control, Silent Mode), Creative Filters (Grainy B/W, Soft Focus, Fish-eye Effect, Water painting effect, Toy Camera Effect, Miniature Effect , HDR Art Standard, Vivid, Bold, Embossed), Program AE , Shutter Priority AE, Aperture Priority AE, Manual Exposure, Movie (Movie Auto Exposure, Movie Manual Exposure, Time-lapse Movie)""]}, {""name"": ""Tripod Socket"", ""values"": [""Yes""]}, {""name"": ""Wifi"", ""values"": [""Yes""]}, {""name"": ""GPS"", ""values"": [""No""]}, {""name"": ""Face Detection"", ""values"": [""Yes""]}, {""name"": ""Temperature"", ""values"": [""0 - 40""]}, {""name"": ""Image Processor"", ""values"": [""DIGIC 8""]}, {""name"": ""Ports"", ""values"": [""Hi-Speed USB (Micro USB)""]}, {""name"": ""Accessory Shoe"", ""values"": [""Hot Shoe""]}, {""name"": ""Sensor Type"", ""values"": [""CMOS""]}, {""name"": ""Image Sensor Size"", ""values"": [""22.3 x 14.9""]}, {""name"": ""ISO Rating"", ""values"": [""100 - 25600 in 1/3-stop Increments. ISO can be Expanded to 51200""]}, {""name"": ""Lens Construction"", ""values"": [""10 Elements in 9 Groups""]}, {""name"": ""Focal Length"", ""values"": [""15 - 45""]}, {""name"": ""Maximum Aperture"", ""values"": [""f/3.5 - 6.3""]}, {""name"": ""Optical Zoom"", ""values"": [""15 - 45""]}, {""name"": ""Lens Type"", ""values"": [""EF-M/STM Lens""]}, {""name"": ""Lens Mount"", ""values"": [""Canon EF-M Mount""]}, {""name"": ""Dust Reduction"", ""values"": [""Yes""]}, {""name"": ""Compatible Lens"", ""values"": [""EF-M (EF and EF-S Lenses Compatible via Mount Adapter EF-EOS M)""]}, {""name"": ""Manual Focus"", ""values"": [""Yes""]}, {""name"": ""View Finder"", ""values"": [""Yes""]}, {""name"": ""View Finder Type"", ""values"": [""OLED""]}, {""name"": ""Viewfinder Coverage"", ""values"": [""100%""]}, {""name"": ""Viewpoint Dioptric Adjustment"", ""values"": [""Approx. -3.0 to + 1.0 m -1 (dpt)""]}, {""name"": ""Viewfinder Eye Point"", ""values"": [""22 mm""]}, {""name"": ""Other Viewfinder Features"", ""values"": [""OLED Color Electronic Viewfinder, Approx. 2.36 Million Dots Resolution""]}, {""name"": ""Metering Modes"", ""values"": [""Real-time Metering using the Image Sensor: Evaluative Metering, Partial Metering , Spot Metering, Center-weighted Evaluative Metering""]}, {""name"": ""Auto Focus"", ""values"": [""Yes""]}, {""name"": ""Focus Points"", ""values"": [""3975 Positions""]}, {""name"": ""White Balancing"", ""values"": [""Auto (Ambience/White Priority), Day Light, Shade, Cloudy, Tungsten Light, White Fluorescent Light, Flash, Custom, Color Temperature""]}, {""name"": ""Other Focus Features"", ""values"": [""Improved Eye Detection AF""]}, {""name"": ""AE Lock/Exposure Lock"", ""values"": [""Locked when Shutter Button is Pressed Half Way or Customizable AE Lock Button""]}, {""name"": ""Manual Exposure"", ""values"": [""Yes""]}, {""name"": ""Shutter Speed"", ""values"": [""1/4000 - 30 sec""]}, {""name"": ""Shutter Steps"", ""values"": [""10 fps Continuous Shooting""]}, {""name"": ""Self-timer"", ""values"": [""Yes""]}, {""name"": ""Image Stablizer"", ""values"": [""Movie Digital IS Provides 5-axis Stabilization""]}, {""name"": ""Shutter Type"", ""values"": [""Mechanical and Electronic Shutter""]}, {""name"": ""Other Shutter Features"", ""values"": [""Vertical-travel Mechanical Focal-plane Shutter, Electronically Controlled at All Speeds""]}, {""name"": ""Built-in Flash"", ""values"": [""Yes""]}, {""name"": ""External Flash"", ""values"": [""Yes""]}, {""name"": ""Flash Modes"", ""values"": [""E-TTL II Flash Metering""]}, {""name"": ""Image Size"", ""values"": [""6000 x 4000 (L), 3984 x 2656 (M), 2976 x 1984 (S1), 2400 x 1600 (S2), 6000 x 4000 (RAW/C-RAW)""]}, {""name"": ""Image Format"", ""values"": [""JPEG, RAW""]}, {""name"": ""Aspect Ratio"", ""values"": [""3:2, 16:9, 4:3, 1:1""]}, {""name"": ""Live View Shooting"", ""values"": [""Yes""]}, {""name"": ""HDR Support"", ""values"": [""Yes""]}, {""name"": ""Other Image Features"", ""values"": [""Eye Detection Auto Focus""]}, {""name"": ""Video Resolution"", ""values"": [""1920 x 1080, 1280 x 720, 3840 x 2160""]}, {""name"": ""Video Quality"", ""values"": [""MP4""]}, {""name"": ""Microphone"", ""values"": [""Built-in Stereo Microphone (48 KHz, 16-bit x 2 Channels)""]}, {""name"": ""Display Type"", ""values"": [""TFT Color Liquid Crystal Monitor""]}, {""name"": ""Display Size"", ""values"": [""3 inch""]}, {""name"": ""Display Resolution"", ""values"": [""1040000 dots""]}, {""name"": ""Touch Screen"", ""values"": [""Yes""]}, {""name"": ""Compatible Card"", ""values"": [""SD Card""]}, {""name"": ""Batteries Included"", ""values"": [""Yes""]}, {""name"": ""Battery Type"", ""values"": [""LP-E12""]}, {""name"": ""Number of Batteries"", ""values"": [""1""]}, {""name"": ""Width"", ""values"": [""116.3 mm""]}, {""name"": ""Height"", ""values"": [""88.1 mm""]}, {""name"": ""Depth"", ""values"": [""58.7 mm""]}, {""name"": ""Weight"", ""values"": [""387 g""]}], ""product_details"": []}}","[{""date"": ""2023-06-19"", ""value"": 57990}, {""date"": ""2023-06-27"", ""value"": 59990}, {""date"": ""2023-07-17"", ""value"": 57990.0}, {""date"": ""2023-07-21"", ""value"": 58999.0}, {""date"": ""2023-07-26"", ""value"": 59990.0}, {""date"": ""2023-08-03"", ""value"": 58990.0}, {""date"": ""2023-08-04"", ""value"": 58989.0}, {""date"": ""2023-08-09"", ""value"": 59990.0}, {""date"": ""2023-08-10"", ""value"": 58990.0}, {""date"": ""2023-08-30"", ""value"": 58999.0}, {""date"": ""2023-10-10"", ""value"": 57989.0}, {""date"": ""2023-10-18"", ""value"": 58590.0}, {""date"": ""2023-10-21"", ""value"": 57989.0}, {""date"": ""2023-10-30"", ""value"": 58990.0}, {""date"": ""2023-11-02"", ""value"": 57989.0}, {""date"": ""2023-11-08"", ""value"": 58990.0}, {""date"": ""2023-11-15"", ""value"": 59990.0}, {""date"": ""2023-12-01"", ""value"": 58490.0}, {""date"": ""2023-12-08"", ""value"": 56990.0}, {""date"": ""2023-12-22"", ""value"": 59990.0}, {""date"": ""2024-01-05"", ""value"": 57990.0}, {""date"": ""2024-01-12"", ""value"": 58390.0}, {""date"": ""2024-01-19"", ""value"": 56990.0}, {""date"": ""2024-01-26"", ""value"": 58390.0}, {""date"": ""2024-02-09"", ""value"": 62990.0}, {""date"": ""2024-02-23"", ""value"": 61990.0}, {""date"": ""2024-02-29"", ""value"": 58990.0}, {""date"": ""2024-03-07"", ""value"": 61990.0}, {""date"": ""2024-03-14"", ""value"": 61990.0}, {""date"": ""2024-03-21"", ""value"": 61990.0}, {""date"": ""2024-03-24"", ""value"": 61990.0}, {""date"": ""2024-03-28"", ""value"": 61990.0}, {""date"": ""2024-04-04"", ""value"": 61990.0}, {""date"": ""2024-04-11"", ""value"": 61990.0}, {""date"": ""2024-04-18"", ""value"": 61990.0}, {""date"": ""2024-04-23"", ""value"": 61990.0}, {""date"": ""2024-04-25"", ""value"": 61990.0}, {""date"": ""2024-05-02"", ""value"": 61990.0}, {""date"": ""2024-05-09"", ""value"": 60999.0}, {""date"": ""2024-05-16"", ""value"": 61990.0}, {""date"": ""2024-05-23"", ""value"": 61990.0}, {""date"": ""2024-05-30"", ""value"": 61990.0}, {""date"": ""2024-06-06"", ""value"": 61990.0}]",TBsmart,4.1,3,233,66995,61990,4.5,3045,1
KTAG5FS4NZZFQFBH,"{""title"": ""anushansa Women Printed Straight Kurta Dark Blue, Gold"", ""category"": ""WomenEthnicContemporary"", ""vertical"": ""WomenKurtaAndKurti"", ""subCategory"": ""EthnicWear"", ""superCategory"": ""WomenEthnicContemporary"", ""detailedDescription"": """", ""product_details_specifications"": {""specifications"": [], ""product_details"": [{""name"": ""Ideal For"", ""values"": [""Women""]}, {""name"": ""Length Type"", ""values"": [""Calf Length""]}, {""name"": ""Brand Color"", ""values"": [""Navy Blue""]}, {""name"": ""Occasion"", ""values"": [""Casual""]}, {""name"": ""Pattern"", ""values"": [""Printed""]}, {""name"": ""Type"", ""values"": [""Straight""]}, {""name"": ""Fabric"", ""values"": [""Viscose Rayon""]}, {""name"": ""Neck"", ""values"": [""Round Neck""]}, {""name"": ""Sleeve"", ""values"": [""3/4 Sleeve""]}, {""name"": ""Color"", ""values"": [""Dark Blue, Gold""]}, {""name"": ""Number of Contents in Sales Package"", ""values"": [""Pack of 1""]}, {""name"": ""Fabric Care"", ""values"": [""Regular Machine Wash""]}, {""name"": ""Style Code"", ""values"": [""Plus Embroidered Screen""]}, {""name"": ""Other Details"", ""values"": [""Embroidery Work, Sleeve: 3/4 Sleeve, Bust (XS)34 (S)36 (M)38 (L)40 (XL)43 (XXL)46""]}, {""name"": ""Net Quantity"", ""values"": [""1""]}]}}","[{""date"": ""2023-06-19"", ""value"": 396}, {""date"": ""2023-07-02"", ""value"": 439}, {""date"": ""2023-07-05"", ""value"": 359}, {""date"": ""2023-07-25"", ""value"": 449.0}, {""date"": ""2023-08-05"", ""value"": 369.0}, {""date"": ""2023-08-28"", ""value"": 449.0}, {""date"": ""2023-09-09"", ""value"": 342.0}, {""date"": ""2023-09-15"", ""value"": 449.0}, {""date"": ""2023-09-27"", ""value"": 299.0}, {""date"": ""2023-10-11"", ""value"": 439.0}, {""date"": ""2023-10-12"", ""value"": 299.0}, {""date"": ""2023-10-18"", ""value"": 369.0}, {""date"": ""2023-10-21"", ""value"": 439.0}, {""date"": ""2023-10-25"", ""value"": 349.0}, {""date"": ""2023-11-24"", ""value"": 439.0}, {""date"": ""2023-12-01"", ""value"": 369.0}, {""date"": ""2023-12-29"", ""value"": 439.0}, {""date"": ""2024-01-05"", ""value"": 369.0}, {""date"": ""2024-02-16"", ""value"": 339.0}, {""date"": ""2024-02-28"", ""value"": 339.0}, {""date"": ""2024-03-06"", ""value"": 339.0}, {""date"": ""2024-03-13"", ""value"": 339.0}, {""date"": ""2024-03-20"", ""value"": 339.0}, {""date"": ""2024-03-24"", ""value"": 339.0}, {""date"": ""2024-03-27"", ""value"": 339.0}, {""date"": ""2024-04-03"", ""value"": 339.0}, {""date"": ""2024-04-10"", ""value"": 339.0}, {""date"": ""2024-04-17"", ""value"": 339.0}, {""date"": ""2024-04-23"", ""value"": 339.0}, {""date"": ""2024-04-24"", ""value"": 339.0}, {""date"": ""2024-05-01"", ""value"": 339.0}, {""date"": ""2024-05-08"", ""value"": 339.0}, {""date"": ""2024-05-15"", ""value"": 339.0}, {""date"": ""2024-05-22"", ""value"": 392.0}, {""date"": ""2024-05-23"", ""value"": 392.0}, {""date"": ""2024-05-29"", ""value"": 379.0}, {""date"": ""2024-06-05"", ""value"": 363.0}, {""date"": ""2024-06-12"", ""value"": 363.0}]",anushansa,3.4,4,171,1999,363,3.7,186,10
INKGHGFKEFUTHMVF,"{""title"": ""Haedlink Replacement Gear Kit (14 Pcs Set) For H/p LJ 1020/1018/3030/M1005/LBP2900/3000 White Ink Toner"", ""category"": ""ComputerPeripheral"", ""vertical"": ""PrinterToner"", ""highlights"": [""Cartridge Type: Ink Toner"", ""Color: White""], ""subCategory"": ""ComputerPeripheral"", ""superCategory"": ""ITPeripherals"", ""detailedDescription"": """", ""product_details_specifications"": {""specifications"": [{""name"": ""Compatible With"", ""values"": [""Main Gear White, Toner Drive Gear, Clutch Drive Gear, Lower Roller Gear, Moter Gear, Fuser Drive Gear, Moter Drive Gear, Toner Sensor Liver, Clutch Gear, Main Gear Black, Feeder Gear, Toner Drive Bush, Lower Bushing, Pickup Roller USE in H/p -1010, 1020,1018,1022,3015 3020,3030 M1005,Cannon LBP 2900,3000 Printers""]}, {""name"": ""Sales Package"", ""values"": [""1 Combo Set""]}, {""name"": ""Model Name"", ""values"": [""HL-Canon/HP-Gear Chain""]}, {""name"": ""Net Quantity"", ""values"": [""1 Combo Set""]}], ""product_details"": []}}","[{""date"": ""2023-06-19"", ""value"": 799}, {""date"": ""2023-12-15"", ""value"": 499.0}, {""date"": ""2023-12-27"", ""value"": 525.0}, {""date"": ""2024-01-03"", ""value"": 499.0}, {""date"": ""2024-02-28"", ""value"": 510.0}, {""date"": ""2024-03-06"", ""value"": 510.0}, {""date"": ""2024-03-13"", ""value"": 510.0}, {""date"": ""2024-03-20"", ""value"": 510.0}, {""date"": ""2024-03-27"", ""value"": 510.0}, {""date"": ""2024-03-29"", ""value"": 510.0}, {""date"": ""2024-04-03"", ""value"": 510.0}, {""date"": ""2024-04-10"", ""value"": 510.0}, {""date"": ""2024-04-17"", ""value"": 510.0}, {""date"": ""2024-04-24"", ""value"": 510.0}, {""date"": ""2024-04-28"", ""value"": 510.0}, {""date"": ""2024-05-01"", ""value"": 510.0}, {""date"": ""2024-05-08"", ""value"": 510.0}, {""date"": ""2024-05-15"", ""value"": 510.0}, {""date"": ""2024-05-22"", ""value"": 498.0}, {""date"": ""2024-05-28"", ""value"": 448.0}, {""date"": ""2024-05-29"", ""value"": 448.0}, {""date"": ""2024-06-05"", ""value"": 498.0}, {""date"": ""2024-06-12"", ""value"": 498.0}]",IndianTonerCartridge,3.5,2,239,1999,498,3.8,583,1
MTPFWYBXRMVJYFMY,"{""title"": ""Rite Clique Elastic Strap King Size Waterproof Mattress Cover Brown"", ""category"": ""Bedroom"", ""vertical"": ""MattressProtector"", ""highlights"": [""Type: Elastic Strap"", ""Outer Fabric: Synthetic"", ""Filling Material: NA"", ""Color: Brown""], ""subCategory"": ""BedLinen"", ""superCategory"": ""HomeFurnishing"", ""detailedDescription"": """", ""product_details_specifications"": {""specifications"": [{""name"": """", ""values"": [""1 Unit""]}, {""name"": ""Brand"", ""values"": [""Rite Clique""]}, {""name"": ""Size"", ""values"": [""King""]}, {""name"": ""Color"", ""values"": [""Brown""]}, {""name"": ""Type"", ""values"": [""Elastic Strap""]}, {""name"": ""Outer Fabric"", ""values"": [""Synthetic""]}, {""name"": ""Inner Fabric"", ""values"": [""Synthetic""]}, {""name"": ""Filling Material"", ""values"": [""NA""]}, {""name"": ""Care Instructions"", ""values"": [""Machine Wash, Hand Wash""]}, {""name"": ""Stretchable"", ""values"": [""No""]}, {""name"": ""Waterproof"", ""values"": [""Yes""]}, {""name"": ""Width"", ""values"": [""182.88 cm""]}, {""name"": ""Length"", ""values"": [""198.12 cm""]}], ""product_details"": []}}","[{""date"": ""2023-06-19"", ""value"": 176}, {""date"": ""2023-06-21"", ""value"": 189}, {""date"": ""2023-06-24"", ""value"": 226}, {""date"": ""2023-07-02"", ""value"": 252}, {""date"": ""2023-08-02"", ""value"": 207.0}, {""date"": ""2023-08-29"", ""value"": 201.0}, {""date"": ""2023-09-01"", ""value"": 252.0}, {""date"": ""2023-09-05"", ""value"": 227.0}, {""date"": ""2023-10-01"", ""value"": 277.0}, {""date"": ""2023-10-10"", ""value"": 207.0}, {""date"": ""2024-02-28"", ""value"": 207.0}, {""date"": ""2024-03-06"", ""value"": 207.0}, {""date"": ""2024-03-13"", ""value"": 207.0}, {""date"": ""2024-03-20"", ""value"": 207.0}, {""date"": ""2024-03-26"", ""value"": 207.0}, {""date"": ""2024-03-27"", ""value"": 207.0}, {""date"": ""2024-04-03"", ""value"": 207.0}, {""date"": ""2024-04-10"", ""value"": 207.0}, {""date"": ""2024-04-17"", ""value"": 207.0}, {""date"": ""2024-04-24"", ""value"": 207.0}, {""date"": ""2024-04-25"", ""value"": 207.0}, {""date"": ""2024-05-01"", ""value"": 207.0}, {""date"": ""2024-05-08"", ""value"": 207.0}, {""date"": ""2024-05-15"", ""value"": 207.0}, {""date"": ""2024-05-23"", ""value"": 170.0}, {""date"": ""2024-05-25"", ""value"": 170.0}, {""date"": ""2024-05-30"", ""value"": 170.0}, {""date"": ""2024-06-06"", ""value"": 170.0}, {""date"": ""2024-06-07"", ""value"": 170.0}]",RiteClique,3.3,7,7,1499,170,3.4,851,1
MONG5YMBWYE7HAWB,"{""title"": ""DELL P-series 24 inch Full HD LED Backlit IPS Panel with 3-Years warranty, Low Blue Light technology, 3-sided Bezel-less, HDMI, VGA, DP & USB Ports, Pivot(rotation), Swivel/Tilt/Height adjustment Monitor (P2422H) AMD Free Sync, Response Time: 5 ms, 60 Hz Refresh Rate"", ""category"": ""ComputerPeripheral"", ""vertical"": ""DesktopMonitor"", ""subCategory"": ""ComputerPeripheral"", ""superCategory"": ""ITPeripherals"", ""detailedDescription"": ""You can boost your productivity regardless of your workplace with the Dell P2422H 60.45 cm (23.8) FHD Monitor. It is equipped with ComfortView Plus, which includes an Always-on inbuilt screen that effectively reduces harmful blue light emissions without compromising colour accuracy. Furthermore, this monitor utilises In-Plane Switching (IPS) technology to deliver consistent and vibrant colours from a wide viewing angle. And, with up to 99% sRGB coverage, you can enjoy accurate and precise colours right from the beginning."", ""product_details_specifications"": {""specifications"": [{""name"": ""Model Name"", ""values"": [""P2422H""]}, {""name"": ""Series"", ""values"": [""P-series""]}, {""name"": ""Color"", ""values"": [""Black, Silver""]}, {""name"": ""Display"", ""values"": [""60.96 cm (24 inch) IPS Panel Display""]}, {""name"": ""Backlight"", ""values"": [""LED Backlit Backlight""]}, {""name"": ""Panel Type"", ""values"": [""IPS Panel""]}, {""name"": ""Resolution"", ""values"": [""1920 x 1080 pixels""]}, {""name"": ""3D"", ""values"": [""No""]}, {""name"": ""Screen Resolution Type"", ""values"": [""Full HD""]}, {""name"": ""Sales Package"", ""values"": [""1 Monitor, Display Port to Display Port Cable, USB 3.2 Gen 1 Cable""]}, {""name"": ""Screen Form Factor"", ""values"": [""Flat""]}, {""name"": ""HD Standard"", ""values"": [""1080p""]}, {""name"": ""Display Screen Coating"", ""values"": [""Anti-glare with 3H Hardness""]}, {""name"": ""Maximum Refresh Rate"", ""values"": [""60 Hz (Analog), 60 Hz (Digital)""]}, {""name"": ""Aspect Ratio"", ""values"": [""16:09""]}, {""name"": ""Horizontal Viewing Angle"", ""values"": [""178&deg; (2D)""]}, {""name"": ""Vertical Viewing Angle"", ""values"": [""178&deg; (2D)""]}, {""name"": ""Response Time"", ""values"": [""5 ms""]}, {""name"": ""Brightness"", ""values"": [""250 nits (2D)""]}, {""name"": ""Touchscreen Support"", ""values"": [""No""]}, {""name"": ""Speakers"", ""values"": [""No""]}, {""name"": ""Headphone Jack"", ""values"": [""No""]}, {""name"": ""Microphone Jack"", ""values"": [""No""]}, {""name"": ""Inbuilt Speaker"", ""values"": [""No""]}, {""name"": ""Power Requirement"", ""values"": [""AC 100 - 240 V, 50/60 Hz""]}, {""name"": ""Power Consumption"", ""values"": [""12 W (Operational)""]}, {""name"": ""HDMI"", ""values"": [""Yes, 1 x HDMI 1.4 Port""]}, {""name"": ""DVI"", ""values"": [""No""]}, {""name"": ""VGA"", ""values"": [""Yes, 15 Pin""]}, {""name"": ""Display Port"", ""values"": [""Yes""]}, {""name"": ""USB"", ""values"": [""3 x USB 3.0 Port""]}, {""name"": ""Audio Jacks"", ""values"": [""Audio Out""]}, {""name"": ""Audio Out"", ""values"": [""Yes""]}, {""name"": ""Audio In"", ""values"": [""No""]}, {""name"": ""Inbuilt Webcam"", ""values"": [""No""]}, {""name"": ""Plug and Play"", ""values"": [""No""]}, {""name"": ""Other Features"", ""values"": [""99% sRGB Colour Gamut, Flicker Free Technology, Mercury Free, Arsenic-free Glass, 3-sided Bezeless, Dell Comfort View Plus""]}, {""name"": ""Width With Stand"", ""values"": [""53.78 cm""]}, {""name"": ""Height With Stand"", ""values"": [""49.61 cm""]}, {""name"": ""Depth With Stand"", ""values"": [""17.95 cm""]}, {""name"": ""Weight With Stand"", ""values"": [""7.95 kg""]}, {""name"": ""Width Without Stand"", ""values"": [""53.78 cm""]}, {""name"": ""Height Without Stand"", ""values"": [""47.61 cm""]}, {""name"": ""Depth Without Stand"", ""values"": [""17.95 cm""]}, {""name"": ""Weight Without Stand"", ""values"": [""5.57 kg""]}], ""product_details"": []}}","[{""date"": ""2023-06-19"", ""value"": 14877}, {""date"": ""2023-06-24"", ""value"": 14677}, {""date"": ""2023-06-29"", ""value"": 14530}, {""date"": ""2023-07-02"", ""value"": 14299}, {""date"": ""2023-07-17"", ""value"": 13699.0}, {""date"": ""2023-07-21"", ""value"": 14299.0}, {""date"": ""2023-07-25"", ""value"": 13377.0}, {""date"": ""2023-07-27"", ""value"": 14227.0}, {""date"": ""2023-07-28"", ""value"": 14203.0}, {""date"": ""2023-07-30"", ""value"": 14137.0}, {""date"": ""2023-08-03"", ""value"": 14028.0}, {""date"": ""2023-08-04"", ""value"": 14199.0}, {""date"": ""2023-08-05"", ""value"": 13993.0}, {""date"": ""2023-08-06"", ""value"": 13946.0}, {""date"": ""2023-08-08"", ""value"": 12946.0}, {""date"": ""2023-08-10"", ""value"": 13699.0}, {""date"": ""2023-08-11"", ""value"": 13599.0}, {""date"": ""2023-08-13"", ""value"": 13377.0}, {""date"": ""2023-08-14"", ""value"": 12999.0}, {""date"": ""2023-08-15"", ""value"": 12989.0}, {""date"": ""2023-09-12"", ""value"": 12533.0}, {""date"": ""2023-09-14"", ""value"": 12496.0}, {""date"": ""2023-09-14"", ""value"": 12523.0}, {""date"": ""2023-09-15"", ""value"": 12526.0}, {""date"": ""2023-09-16"", ""value"": 12538.0}, {""date"": ""2023-09-17"", ""value"": 12539.0}, {""date"": ""2023-09-18"", ""value"": 12549.0}, {""date"": ""2023-09-22"", ""value"": 12524.0}, {""date"": ""2023-09-24"", ""value"": 12517.0}, {""date"": ""2023-09-25"", ""value"": 12507.0}, {""date"": ""2023-09-26"", ""value"": 12500.0}, {""date"": ""2023-09-27"", ""value"": 12477.0}, {""date"": ""2023-09-28"", ""value"": 12475.0}, {""date"": ""2023-09-29"", ""value"": 12465.0}, {""date"": ""2023-10-02"", ""value"": 12251.0}, {""date"": ""2023-10-10"", ""value"": 12695.0}, {""date"": ""2023-10-15"", ""value"": 12628.0}, {""date"": ""2023-10-18"", ""value"": 12526.0}, {""date"": ""2023-11-24"", ""value"": 12394.0}, {""date"": ""2023-12-01"", ""value"": 12321.0}, {""date"": ""2024-01-19"", ""value"": 12309.0}, {""date"": ""2024-01-26"", ""value"": 12099.0}, {""date"": ""2024-02-28"", ""value"": 12099.0}, {""date"": ""2024-03-06"", ""value"": 11899.0}, {""date"": ""2024-03-13"", ""value"": 11899.0}, {""date"": ""2024-03-20"", ""value"": 11899.0}, {""date"": ""2024-03-24"", ""value"": 11899.0}, {""date"": ""2024-03-27"", ""value"": 11899.0}, {""date"": ""2024-04-03"", ""value"": 11899.0}, {""date"": ""2024-04-10"", ""value"": 11899.0}, {""date"": ""2024-04-17"", ""value"": 11590.0}, {""date"": ""2024-04-23"", ""value"": 11500.0}, {""date"": ""2024-04-24"", ""value"": 11500.0}, {""date"": ""2024-05-01"", ""value"": 11499.0}, {""date"": ""2024-05-08"", ""value"": 10999.0}, {""date"": ""2024-05-15"", ""value"": 10999.0}, {""date"": ""2024-05-22"", ""value"": 10749.0}, {""date"": ""2024-05-23"", ""value"": 10749.0}, {""date"": ""2024-05-29"", ""value"": 10749.0}, {""date"": ""2024-06-05"", ""value"": 10939.0}, {""date"": ""2024-06-12"", ""value"": 11499.0}]",MTAILMODEECOM,4.2,8,179,20650,11499,4.4,1188,1
